entity_id,comment,model_name,sentiment_class,sentiment_name,confidence_score,inference_time_ms
do_1137277348012195841200,informative ,google/muril-base-cased,1,neutral,0.5016161799430847,32.68145024776459
do_1137277348012195841200,assessment m next question ka option nahi aa raha hai sir please solve this problem ,google/muril-base-cased,1,neutral,0.5015712380409241,32.68145024776459
do_1137277348012195841200,good ,google/muril-base-cased,1,neutral,0.501631498336792,32.68145024776459
do_1137277348012195841200,it is very suggestion for future,google/muril-base-cased,1,neutral,0.5016859769821167,32.68145024776459
do_1137277348012195841200,nice,google/muril-base-cased,1,neutral,0.5016236901283264,32.68145024776459
do_1137277348012195841200,very nice ,google/muril-base-cased,1,neutral,0.5015938878059387,32.68145024776459
do_1137277348012195841200,good one,google/muril-base-cased,1,neutral,0.5016300678253174,32.68145024776459
do_1137277348012195841200,very nice ,google/muril-base-cased,1,neutral,0.5015938878059387,32.68145024776459
do_1137277348012195841200,विद्यालयों में पढ़ाई के अलावा अन्य काम नहीं थोपें जाएं ,google/muril-base-cased,1,neutral,0.5016841888427734,32.68145024776459
do_1137277348012195841200,very helpful video ,google/muril-base-cased,1,neutral,0.5016525387763977,32.68145024776459
do_1137277348012195841200,done 👍,google/muril-base-cased,1,neutral,0.501660168170929,32.68145024776459
do_1137277348012195841200,great information ,google/muril-base-cased,1,neutral,0.5015974640846252,32.68145024776459
do_1137277348012195841200,the video is not running,google/muril-base-cased,1,neutral,0.5016836524009705,32.68145024776459
do_1137277348012195841200,solve the issue,google/muril-base-cased,1,neutral,0.5016820430755615,32.68145024776459
do_1137277348012195841200,Good,google/muril-base-cased,1,neutral,0.5016448497772217,32.68145024776459
do_1137277348012195841200,course completed,google/muril-base-cased,1,neutral,0.5015901923179626,32.68145024776459
do_1137277348012195841200,solve the issue,google/muril-base-cased,1,neutral,0.5016820430755615,29.25996482372284
do_1137277348012195841200,plz all course also provide hindi language,google/muril-base-cased,1,neutral,0.5016225576400757,29.25996482372284
do_1137277348012195841200,please provide the same  course  for Govt of Rajasthan employee,google/muril-base-cased,1,neutral,0.5017070174217224,29.25996482372284
do_1137277348012195841200,If possible please provide those course in hindi language. ,google/muril-base-cased,1,neutral,0.5017490386962891,29.25996482372284
do_1137277348012195841200,if possible please provide this course in hindi language. ,google/muril-base-cased,1,neutral,0.5017086863517761,29.25996482372284
do_1137277348012195841200,I have completed the course but still it is being shown under the In Progress category and the certificate is not being generated. Please resolve the issue.,google/muril-base-cased,1,neutral,0.5017344951629639,29.25996482372284
do_1137277348012195841200,I have completed the course but still it is being shown under the In Progress category and the certificate is not being generated. Please resolve the issue.,google/muril-base-cased,1,neutral,0.5017344951629639,29.25996482372284
do_1137277348012195841200,nice,google/muril-base-cased,1,neutral,0.5016236901283264,29.25996482372284
do_1137277348012195841200,Very informative ,google/muril-base-cased,1,neutral,0.5016279816627502,29.25996482372284
do_1137277348012195841200,R/Sir very important information in simple words ,google/muril-base-cased,1,neutral,0.5016413331031799,29.25996482372284
do_1137277348012195841200,course not showing as completed ,google/muril-base-cased,1,neutral,0.5016397833824158,29.25996482372284
do_1137277348012195841200,This course offered excellent content. Highly interactive format of the course kept me focused.,google/muril-base-cased,1,neutral,0.5017723441123962,29.25996482372284
do_1137277348012195841200,good,google/muril-base-cased,1,neutral,0.501631498336792,29.25996482372284
do_1137277348012195841200,Very good course,google/muril-base-cased,1,neutral,0.5016321539878845,29.25996482372284
do_1137277348012195841200,👍,google/muril-base-cased,1,neutral,0.5016810894012451,29.25996482372284
do_1137277348012195841200,Very good information for us ,google/muril-base-cased,1,neutral,0.5016283392906189,29.25996482372284
do_1137277348012195841200,useful ,google/muril-base-cased,1,neutral,0.5015866756439209,27.14543044567108
do_1137277348012195841200,B FR 1965 ,google/muril-base-cased,1,neutral,0.50164794921875,27.14543044567108
do_1137277348012195841200,very useful for us,google/muril-base-cased,1,neutral,0.5015619397163391,27.14543044567108
do_1137277348012195841200,Useful,google/muril-base-cased,1,neutral,0.5015726089477539,27.14543044567108
do_1137277348012195841200,good content ,google/muril-base-cased,1,neutral,0.5016617178916931,27.14543044567108
do_1137277348012195841200,good,google/muril-base-cased,1,neutral,0.501631498336792,27.14543044567108
do_1137277348012195841200,Good ,google/muril-base-cased,1,neutral,0.5016448497772217,27.14543044567108
do_1137277348012195841200,good ,google/muril-base-cased,1,neutral,0.501631498336792,27.14543044567108
do_1137277348012195841200,good ,google/muril-base-cased,1,neutral,0.501631498336792,27.14543044567108
do_1137277348012195841200,VERY GOOD ELABORATED,google/muril-base-cased,1,neutral,0.5016381740570068,27.14543044567108
do_1137277348012195841200,good .,google/muril-base-cased,1,neutral,0.5016921758651733,27.14543044567108
do_1137277348012195841200,Financial Effects of Minor Penalties is not opening and unable to complete,google/muril-base-cased,1,neutral,0.5016106963157654,27.14543044567108
do_1137277348012195841200,good ,google/muril-base-cased,1,neutral,0.501631498336792,27.14543044567108
