entity_id,comment,model_name,sentiment_class,sentiment_name,confidence_score,inference_time_ms
do_1137277348012195841200,informative ,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.3782583475112915,28.26772630214691
do_1137277348012195841200,assessment m next question ka option nahi aa raha hai sir please solve this problem ,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.5444278120994568,28.26772630214691
do_1137277348012195841200,good ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.431504487991333,28.26772630214691
do_1137277348012195841200,it is very suggestion for future,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.4853239953517914,28.26772630214691
do_1137277348012195841200,nice,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.45184382796287537,28.26772630214691
do_1137277348012195841200,very nice ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.6908935308456421,28.26772630214691
do_1137277348012195841200,good one,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.7217797636985779,28.26772630214691
do_1137277348012195841200,very nice ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.6908935308456421,28.26772630214691
do_1137277348012195841200,विद्यालयों में पढ़ाई के अलावा अन्य काम नहीं थोपें जाएं ,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.4856955409049988,28.26772630214691
do_1137277348012195841200,very helpful video ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.7667178511619568,28.26772630214691
do_1137277348012195841200,done 👍,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.689927875995636,28.26772630214691
do_1137277348012195841200,great information ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.8038470149040222,28.26772630214691
do_1137277348012195841200,the video is not running,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.6697788238525391,28.26772630214691
do_1137277348012195841200,solve the issue,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.4420095682144165,28.26772630214691
do_1137277348012195841200,Good,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.49037978053092957,28.26772630214691
do_1137277348012195841200,course completed,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.46498584747314453,28.26772630214691
do_1137277348012195841200,solve the issue,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.4420095682144165,31.06534481048584
do_1137277348012195841200,plz all course also provide hindi language,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.4339405596256256,31.06534481048584
do_1137277348012195841200,please provide the same  course  for Govt of Rajasthan employee,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.42780160903930664,31.06534481048584
do_1137277348012195841200,If possible please provide those course in hindi language. ,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.4548688232898712,31.06534481048584
do_1137277348012195841200,if possible please provide this course in hindi language. ,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.43844667077064514,31.06534481048584
do_1137277348012195841200,I have completed the course but still it is being shown under the In Progress category and the certificate is not being generated. Please resolve the issue.,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.6574613451957703,31.06534481048584
do_1137277348012195841200,I have completed the course but still it is being shown under the In Progress category and the certificate is not being generated. Please resolve the issue.,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.6574613451957703,31.06534481048584
do_1137277348012195841200,nice,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.45184382796287537,31.06534481048584
do_1137277348012195841200,Very informative ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.7357405424118042,31.06534481048584
do_1137277348012195841200,R/Sir very important information in simple words ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.5879005193710327,31.06534481048584
do_1137277348012195841200,course not showing as completed ,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.6085882186889648,31.06534481048584
do_1137277348012195841200,This course offered excellent content. Highly interactive format of the course kept me focused.,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.9203950762748718,31.06534481048584
do_1137277348012195841200,good,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.431504487991333,31.06534481048584
do_1137277348012195841200,Very good course,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.8231594562530518,31.06534481048584
do_1137277348012195841200,👍,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.5846457481384277,31.06534481048584
do_1137277348012195841200,Very good information for us ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.8621114492416382,31.06534481048584
do_1137277348012195841200,useful ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.3800032436847687,27.070775628089905
do_1137277348012195841200,B FR 1965 ,cardiffnlp/twitter-xlm-roberta-base-sentiment,1,neutral,0.7839313745498657,27.070775628089905
do_1137277348012195841200,very useful for us,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.7003902792930603,27.070775628089905
do_1137277348012195841200,Useful,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.42815858125686646,27.070775628089905
do_1137277348012195841200,good content ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.7109653949737549,27.070775628089905
do_1137277348012195841200,good,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.431504487991333,27.070775628089905
do_1137277348012195841200,Good ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.49037978053092957,27.070775628089905
do_1137277348012195841200,good ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.431504487991333,27.070775628089905
do_1137277348012195841200,good ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.431504487991333,27.070775628089905
do_1137277348012195841200,VERY GOOD ELABORATED,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.9083405137062073,27.070775628089905
do_1137277348012195841200,good .,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.4610733091831207,27.070775628089905
do_1137277348012195841200,Financial Effects of Minor Penalties is not opening and unable to complete,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.8266032934188843,27.070775628089905
do_1137277348012195841200,good ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.431504487991333,27.070775628089905
do_1137277348012195841200,Good one,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.787159264087677,27.070775628089905
do_1137277348012195841200,Financial Effects of Minor Penalties is not functioning,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.8114108443260193,27.070775628089905
do_1137277348012195841200,good session ,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.6914498805999756,27.070775628089905
do_1137277348012195841200,"despite completing the 17min training and assessment, I m not able to generate Certificate. plz help",cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.8280084133148193,28.598979115486145
do_1137277348012195841200,same problem with me.. completed video 2 times and done assessment. unable to generate certificate.,cardiffnlp/twitter-xlm-roberta-base-sentiment,2,negative,0.8111934065818787,28.598979115486145
do_1137277348012195841200,very good,cardiffnlp/twitter-xlm-roberta-base-sentiment,0,positive,0.7152419090270996,28.598979115486145
